"Time (ms)","Recording (a.u.)"
6.633584605E1,3.259148449E-2
6.635668018E1,4.018174112E-2
6.637751430E1,4.859036207E-2
6.639834842E1,5.671929568E-2
6.641918254E1,6.379743665E-2
6.644001667E1,6.650551409E-2
6.646085079E1,6.365013868E-2
6.648168491E1,6.032825261E-2
6.650251903E1,5.968729407E-2
6.652335316E1,5.977051705E-2
6.654418728E1,6.059689820E-2
6.656502140E1,6.697580963E-2
6.658585552E1,8.077760041E-2
6.660668965E1,9.570230544E-2
6.662752377E1,1.062432379E-1
6.664835789E1,1.150486767E-1
6.666919201E1,1.249049976E-1
6.669002614E1,1.343023330E-1
6.671086026E1,1.414102018E-1
6.673169438E1,1.463049054E-1
6.675252850E1,1.524783671E-1
6.677336263E1,1.621512473E-1
6.679419675E1,1.717803031E-1
6.681503087E1,1.762436628E-1
6.683586499E1,1.747575104E-1
6.685669912E1,1.713712066E-1
6.687753324E1,1.659186929E-1
6.689836736E1,1.540315151E-1
6.691920148E1,1.390474588E-1
6.694003561E1,1.252839714E-1
6.696086973E1,1.119352728E-1
6.698170385E1,1.030269712E-1
6.700253797E1,1.026874334E-1
6.702337210E1,1.082251519E-1
6.704420622E1,1.156138480E-1
6.706504034E1,1.227069646E-1
6.708587446E1,1.290550232E-1
6.710670859E1,1.354270577E-1
6.712754271E1,1.437746137E-1
6.714837683E1,1.557072252E-1
6.716921095E1,1.729278862E-1
6.719004508E1,1.922117323E-1
6.721087920E1,2.061149776E-1
6.723171332E1,2.122860551E-1
6.725254744E1,2.119719088E-1
6.727338157E1,2.085815966E-1
6.729421569E1,2.056676000E-1
6.731504981E1,2.055355310E-1
6.733588393E1,2.077507079E-1
6.735671806E1,2.086003870E-1
6.737755218E1,2.072241902E-1
6.739838630E1,2.044275403E-1
6.741922043E1,2.015630752E-1
6.744005455E1,2.004483938E-1
6.746088867E1,1.976821870E-1
6.748172279E1,1.911011338E-1
6.750255692E1,1.871032417E-1
6.752339104E1,1.901391596E-1
6.754422516E1,1.955640912E-1
6.756505928E1,1.969401836E-1
6.758589341E1,1.933281124E-1
6.760672753E1,1.870995760E-1
6.762756165E1,1.808450371E-1
6.764839577E1,1.773769259E-1
6.766922990E1,1.768817008E-1
6.769006402E1,1.774912179E-1
6.771089814E1,1.785057485E-1
6.773173226E1,1.802644581E-1
6.775256639E1,1.805420965E-1
6.777340051E1,1.784914434E-1
6.779423463E1,1.790291369E-1
6.781506875E1,1.824049503E-1
6.783590288E1,1.854130626E-1
6.785673700E1,1.887661517E-1
6.787757112E1,1.930601299E-1
6.789840524E1,1.984033585E-1
6.791923937E1,2.023877800E-1
6.794007349E1,2.014812231E-1
6.796090761E1,1.984692216E-1
6.798174173E1,1.974246949E-1
6.800257586E1,1.971734762E-1
6.802340998E1,1.941523552E-1
6.804424410E1,1.882834733E-1
6.806507822E1,1.840329319E-1
6.808591235E1,1.831828505E-1
6.810674647E1,1.833356917E-1
6.812758059E1,1.812300682E-1
6.814841471E1,1.779811531E-1
6.816924884E1,1.782276928E-1
6.819008296E1,1.803547144E-1
6.821091708E1,1.819670498E-1
6.823175120E1,1.862960756E-1
6.825258533E1,1.936674118E-1
6.827341945E1,1.993137300E-1
6.829425357E1,1.999834776E-1
6.831508769E1,1.955290437E-1
6.833592182E1,1.893136352E-1
6.835675594E1,1.808312833E-1
6.837759006E1,1.674334407E-1
6.839842418E1,1.529282480E-1
6.841925831E1,1.382150948E-1
6.844009243E1,1.239908114E-1
6.846092655E1,1.145849824E-1
6.848176067E1,1.105835289E-1
6.850259480E1,1.103015617E-1
6.852342892E1,1.085458994E-1
6.854426304E1,1.004034430E-1
6.856509716E1,8.931695670E-2
6.858593129E1,8.193786442E-2
6.860676541E1,7.893965393E-2
6.862759953E1,7.324918360E-2
6.864843365E1,5.942328274E-2
6.866926778E1,4.181573540E-2
6.869010190E1,2.619000338E-2
6.871093602E1,1.288918965E-2
6.873177014E1,-6.417558761E-4
6.875260427E1,-1.626001112E-2
6.877343839E1,-3.123858571E-2
6.879427251E1,-4.196490347E-2
6.881510663E1,-4.808944464E-2
6.883594076E1,-4.874970019E-2
6.885677488E1,-4.215465486E-2
6.887760900E1,-3.067891300E-2
6.889844312E1,-1.741280220E-2
6.891927725E1,-5.046799313E-3
6.894011137E1,1.579889213E-3
6.896094549E1,3.191098338E-3
6.898177961E1,2.594769234E-3
6.900261374E1,6.773642963E-4
6.902344786E1,2.077766403E-4
6.904428198E1,1.648418838E-4
6.906511610E1,-2.645211993E-3
6.908595023E1,-9.049140848E-3
6.910678435E1,-1.604075171E-2
6.912761847E1,-1.806981862E-2
6.914845259E1,-1.748218387E-2
6.916928672E1,-1.898266748E-2
6.919012084E1,-2.076604217E-2
6.921095496E1,-2.160878852E-2
6.923178908E1,-2.212103643E-2
6.925262321E1,-2.325506881E-2
6.927345733E1,-2.581428364E-2
6.929429145E1,-3.008368984E-2
6.931512557E1,-3.324833512E-2
6.933595970E1,-3.063827381E-2
6.935679382E1,-2.244482934E-2
6.937762794E1,-1.266966201E-2
6.939846206E1,-6.461831275E-3
6.941929619E1,-3.750352189E-3
6.944013031E1,4.802695476E-4
6.946096443E1,5.997978151E-3
6.948179855E1,7.549061440E-3
6.950263268E1,4.637827165E-3
6.952346680E1,2.365182620E-3
6.954430092E1,1.687088632E-3
6.956513504E1,-2.789202845E-4
6.958596917E1,-3.361804178E-3
6.960680329E1,-4.614383914E-3
6.962763741E1,-4.543102114E-4
6.964847153E1,5.979451817E-3
6.966930566E1,5.641945638E-3
6.969013978E1,-3.930871375E-3
6.971097390E1,-1.742514968E-2
6.973180802E1,-2.713909000E-2
6.975264215E1,-3.045345843E-2
6.977347627E1,-3.001852147E-2
6.979431039E1,-2.718950249E-2
6.981514451E1,-2.433013916E-2
6.983597864E1,-2.300767787E-2
6.985681276E1,-2.293631434E-2
6.987764688E1,-2.191224322E-2
6.989848100E1,-1.511811186E-2
6.991931513E1,-7.192774676E-3
6.994014925E1,-5.887329578E-3
6.996098337E1,-8.064246736E-3
6.998181749E1,-5.238911137E-3
7.000265162E1,6.143817678E-3
7.002348574E1,1.824659854E-2
7.004431986E1,2.347612195E-2
7.006515398E1,2.388818190E-2
7.008598811E1,2.318474650E-2
7.010682223E1,2.153676376E-2
7.012765635E1,1.765573584E-2
7.014849047E1,1.433808357E-2
7.016932460E1,1.367773674E-2
7.019015872E1,1.389238238E-2
7.021099284E1,1.492104493E-2
7.023182696E1,1.920672134E-2
7.025266109E1,2.868755907E-2
7.027349521E1,3.827588633E-2
7.029432933E1,4.248091206E-2
7.031516345E1,4.523397610E-2
7.033599758E1,5.027279258E-2
7.035683170E1,5.680556968E-2
7.037766582E1,6.278446317E-2
7.039849994E1,6.753604114E-2
7.041933407E1,7.344846427E-2
7.044016819E1,7.708693296E-2
7.046100231E1,7.354488969E-2
7.048183643E1,6.687271595E-2
7.050267056E1,6.268016249E-2
7.052350468E1,6.111073866E-2
7.054433880E1,5.793944746E-2
7.056517292E1,5.189095065E-2
7.058600705E1,4.769200832E-2
7.060684117E1,4.691024870E-2
7.062767529E1,4.586901888E-2
7.064850941E1,4.320769757E-2
7.066934354E1,4.321876913E-2
7.069017766E1,4.840929061E-2
7.071101178E1,5.273285508E-2
7.073184590E1,5.376865715E-2
7.075268003E1,5.871050805E-2
7.077351415E1,7.262939215E-2
7.079434827E1,8.902648836E-2
7.081518239E1,9.853944927E-2
7.083601652E1,9.944652021E-2
7.085685064E1,9.634934366E-2
7.087768476E1,9.645657241E-2
7.089851888E1,9.856666625E-2
7.091935301E1,9.696429223E-2
7.094018713E1,9.107154608E-2
7.096102125E1,8.506438136E-2
7.098185537E1,8.331750333E-2
7.100268950E1,8.220210671E-2
7.102352362E1,7.896635681E-2
7.104435774E1,7.235983759E-2
7.106519186E1,5.935704708E-2
7.108602599E1,4.299041256E-2
7.110686011E1,2.680230513E-2
7.112769423E1,1.564917155E-2
7.114852835E1,1.183241140E-2
7.116936248E1,9.185529314E-3
7.119019660E1,7.427361794E-3
7.121103072E1,8.033180609E-3
7.123186484E1,6.498217117E-3
7.125269897E1,1.388280420E-3
7.127353309E1,-3.834337695E-3
7.129436721E1,-2.424389590E-3
7.131520133E1,3.978907596E-3
7.133603546E1,6.062418222E-3
7.135686958E1,4.840545356E-3
7.137770370E1,6.372238509E-3
7.139853782E1,1.291176863E-2
7.141937195E1,1.922300830E-2
7.144020607E1,1.586761139E-2
7.146104019E1,4.026802257E-3
7.148187431E1,-9.037693962E-3
7.150270844E1,-1.734615676E-2
7.152354256E1,-1.919510216E-2
7.154437668E1,-1.679685339E-2
7.156521080E1,-1.239043847E-2
7.158604493E1,-1.316443738E-2
7.160687905E1,-1.966361329E-2
7.162771317E1,-2.423482016E-2
7.164854729E1,-2.523445524E-2
7.166938142E1,-2.715616114E-2
7.169021554E1,-3.638309613E-2
7.171104966E1,-4.856860638E-2
7.173188378E1,-5.213750899E-2
7.175271791E1,-4.560904577E-2
7.177355203E1,-3.626586497E-2
7.179438615E1,-3.326884657E-2
7.181522027E1,-3.836510703E-2
7.183605440E1,-4.548221081E-2
7.185688852E1,-5.209022760E-2
7.187772264E1,-5.687091127E-2
7.189855676E1,-5.484984070E-2
7.191939089E1,-4.602161795E-2
7.194022501E1,-3.705384582E-2
7.196105913E1,-3.275774419E-2
7.198189325E1,-3.118686378E-2
7.200272738E1,-2.606192976E-2
7.202356150E1,-1.909809932E-2
7.204439562E1,-1.588093862E-2
7.206522974E1,-1.604027301E-2
7.208606387E1,-1.907799393E-2
7.210689799E1,-2.472168580E-2
7.212773211E1,-3.000117652E-2
7.214856623E1,-3.047054633E-2
7.216940036E1,-2.616018057E-2
7.219023448E1,-2.007834800E-2
7.221106860E1,-1.311326958E-2
7.223190272E1,-7.773672696E-3
7.225273685E1,-6.656581536E-3
7.227357097E1,-9.816333652E-3
7.229440509E1,-1.427973807E-2
7.231523921E1,-1.483445521E-2
7.233607334E1,-1.189021766E-2
7.235690746E1,-1.273337938E-2
7.237774158E1,-2.008502185E-2
7.239857570E1,-2.741330490E-2
7.241940983E1,-2.794224396E-2
7.244024395E1,-2.409996837E-2
7.246107807E1,-2.480287477E-2
7.248191219E1,-3.155619651E-2
7.250274632E1,-3.899940103E-2
7.252358044E1,-4.279689118E-2
7.254441456E1,-4.177061841E-2
7.256524868E1,-4.082340002E-2
7.258608281E1,-4.288646579E-2
7.260691693E1,-4.784145951E-2
7.262775105E1,-5.569902062E-2
7.264858517E1,-6.148217618E-2
7.266941930E1,-6.354287267E-2
7.269025342E1,-6.649234146E-2
7.271108754E1,-7.132405788E-2
7.273192166E1,-7.646912336E-2
7.275275579E1,-7.947930694E-2
7.277358991E1,-8.101911843E-2
7.279442403E1,-8.353091031E-2
7.281525815E1,-8.255696297E-2
7.283609228E1,-7.749119401E-2
7.285692640E1,-7.357116044E-2
7.287776052E1,-7.082778215E-2
7.289859464E1,-6.729278713E-2
7.291942877E1,-6.374612451E-2
7.294026289E1,-6.142409146E-2
7.296109701E1,-6.016135588E-2
7.298193113E1,-5.910877883E-2
7.300276526E1,-5.691735446E-2
7.302359938E1,-5.207508802E-2
7.304443350E1,-4.574184120E-2
7.306526762E1,-4.123529792E-2
7.308610175E1,-4.124263674E-2
7.310693587E1,-4.542568326E-2
7.312776999E1,-5.181761831E-2
7.314860411E1,-6.094859168E-2
7.316943824E1,-6.942678988E-2
7.319027236E1,-7.427287847E-2
7.321110648E1,-7.941754907E-2
7.323194060E1,-8.707848191E-2
7.325277473E1,-9.556354582E-2
7.327360885E1,-1.010317653E-1
7.329444297E1,-1.019186527E-1
7.331527709E1,-1.026659757E-1
7.333611122E1,-1.081057340E-1
7.335694534E1,-1.151885241E-1
7.337777946E1,-1.175882369E-1
7.339861358E1,-1.147667766E-1
7.341944771E1,-1.099531502E-1
7.344028183E1,-1.069665402E-1
7.346111595E1,-1.076433957E-1
7.348195007E1,-1.105595529E-1
7.350278420E1,-1.096722409E-1
7.352361832E1,-1.031301990E-1
7.354445244E1,-9.850427508E-2
7.356528656E1,-9.949810803E-2
7.358612069E1,-9.928142279E-2
7.360695481E1,-9.109137952E-2
7.362778893E1,-7.895164192E-2
7.364862305E1,-7.164920866E-2
7.366945718E1,-7.126706839E-2
7.369029130E1,-7.233539224E-2
7.371112542E1,-7.026459277E-2
7.373195954E1,-6.602308899E-2
7.375279367E1,-6.211694330E-2
7.377362779E1,-5.915912241E-2
7.379446191E1,-5.568481982E-2
7.381529603E1,-5.092269927E-2
7.383613016E1,-4.904303700E-2
7.385696428E1,-5.141366273E-2
7.387779840E1,-5.502749234E-2
7.389863252E1,-5.999220908E-2
7.391946665E1,-6.711748987E-2
7.394030077E1,-7.444722950E-2
7.396113489E1,-7.612641901E-2
7.398196901E1,-7.188325375E-2
7.400280314E1,-6.858197600E-2
7.402363726E1,-6.553895772E-2
7.404447138E1,-5.936810374E-2
7.406530550E1,-5.427682400E-2
7.408613963E1,-5.371591449E-2
7.410697375E1,-5.510805547E-2
7.412780787E1,-5.549899489E-2
7.414864199E1,-5.371730775E-2
7.416947612E1,-4.964463413E-2
7.419031024E1,-4.391942173E-2
7.421114436E1,-3.922205418E-2
7.423197848E1,-3.765934333E-2
7.425281261E1,-3.660462052E-2
7.427364673E1,-3.225347400E-2
7.429448085E1,-2.521193400E-2
7.431531497E1,-2.046985365E-2
7.433614910E1,-1.907459274E-2
7.435698322E1,-1.743782870E-2
7.437781734E1,-1.394098066E-2
7.439865146E1,-1.012611389E-2
7.441948559E1,-6.774425972E-3
7.444031971E1,-4.414977506E-3
7.446115383E1,-2.866473282E-3
7.448198795E1,1.027351129E-3
7.450282208E1,5.579710007E-3
7.452365620E1,6.395055912E-3
7.454449032E1,4.589098971E-3
7.456532444E1,4.755587317E-3
7.458615857E1,8.982615545E-3
7.460699269E1,1.120498125E-2
7.462782681E1,6.466772407E-3
7.464866093E1,2.339354483E-3
7.466949506E1,6.538251415E-3
7.469032918E1,1.344526187E-2
7.471116330E1,1.541526802E-2
7.473199742E1,1.378818974E-2
7.475283155E1,1.256001461E-2
7.477366567E1,1.504978631E-2
7.479449979E1,2.182522230E-2
7.481533391E1,2.952421457E-2
7.483616804E1,3.350284323E-2
7.485700216E1,3.142776713E-2
7.487783628E1,2.662238106E-2
7.489867040E1,2.181169204E-2
7.491950453E1,1.874658838E-2
7.494033865E1,1.887411252E-2
7.496117277E1,1.940727234E-2
7.498200689E1,1.772084273E-2
7.500284102E1,1.132696308E-2
7.502367514E1,7.889727131E-4
7.504450926E1,-8.289057761E-3
7.506534338E1,-1.373412646E-2
7.508617751E1,-1.878789254E-2
7.510701163E1,-2.316582762E-2
7.512784575E1,-2.324113622E-2
7.514867987E1,-2.036353014E-2
7.516951400E1,-1.909405552E-2
7.519034812E1,-2.347953990E-2
7.521118224E1,-3.035281599E-2
7.523201636E1,-3.328890353E-2
7.525285049E1,-3.144417703E-2
7.527368461E1,-2.768352255E-2
7.529451873E1,-2.673389018E-2
7.531535285E1,-3.001349047E-2
7.533618698E1,-3.507647291E-2
7.535702110E1,-3.637949377E-2
7.537785522E1,-3.184483573E-2
7.539868934E1,-2.626109682E-2
7.541952347E1,-1.915520243E-2
7.544035759E1,-1.167024672E-2
7.546119171E1,-8.798173629E-3
7.548202583E1,-9.261765517E-3
7.550285996E1,-1.309071854E-2
7.552369408E1,-1.789832488E-2
7.554452820E1,-1.871904545E-2
7.556536232E1,-1.502439473E-2
7.558619645E1,-1.023430284E-2
7.560703057E1,-1.182519831E-2
7.562786469E1,-1.801243611E-2
7.564869881E1,-2.299428359E-2
7.566953294E1,-2.792305499E-2
7.569036706E1,-2.983500808E-2
7.571120118E1,-2.777656354E-2
7.573203530E1,-2.591344714E-2
7.575286943E1,-2.538553998E-2
7.577370355E1,-2.439778112E-2
7.579453767E1,-1.875712536E-2
7.581537179E1,-1.431166939E-2
7.583620592E1,-2.516494505E-2
7.585704004E1,-4.702591896E-2
7.587787416E1,-5.906216055E-2
7.589870828E1,-5.260500312E-2
7.591954241E1,-4.144946486E-2
7.594037653E1,-4.190043360E-2
7.596121065E1,-5.060703307E-2
7.598204477E1,-5.257426947E-2
7.600287890E1,-4.533827677E-2
7.602371302E1,-4.099456221E-2
7.604454714E1,-4.846231639E-2
7.606538126E1,-5.917755887E-2
7.608621539E1,-5.750692263E-2
7.610704951E1,-4.488813132E-2
7.612788363E1,-3.617513180E-2
7.614871775E1,-3.944128752E-2
7.616955188E1,-4.849606752E-2
7.619038600E1,-4.981092736E-2
7.621122012E1,-4.128638655E-2
7.623205424E1,-3.509322554E-2
7.625288837E1,-3.946428746E-2
7.627372249E1,-4.896876961E-2
7.629455661E1,-5.449946225E-2
7.631539073E1,-5.763479322E-2
7.633622486E1,-6.449383497E-2
7.635705898E1,-7.504132390E-2
7.637789310E1,-8.552020788E-2
7.639872722E1,-9.429571778E-2
7.641956135E1,-1.017650813E-1
7.644039547E1,-1.051173881E-1
7.646122959E1,-1.002263874E-1
7.648206371E1,-9.144189954E-2
7.650289784E1,-8.942427486E-2
7.652373196E1,-9.632039815E-2
7.654456608E1,-1.058667749E-1
7.656540020E1,-1.119387001E-1
7.658623433E1,-1.117689013E-1
7.660706845E1,-1.097167581E-1
7.662790257E1,-1.101475284E-1
7.664873669E1,-1.121323556E-1
7.666957082E1,-1.121159643E-1
7.669040494E1,-1.068401635E-1
7.671123906E1,-1.027925313E-1
7.673207318E1,-1.086050272E-1
7.675290731E1,-1.205915213E-1
7.677374143E1,-1.276477873E-1
7.679457555E1,-1.235355884E-1
7.681540967E1,-1.131076664E-1
7.683624380E1,-1.042537540E-1
7.685707792E1,-9.683924168E-2
7.687791204E1,-8.946727216E-2
7.689874616E1,-8.404411376E-2
7.691958029E1,-7.994523644E-2
7.694041441E1,-7.921493798E-2
7.696124853E1,-8.099678904E-2
7.698208265E1,-7.919392735E-2
7.700291678E1,-7.432489842E-2
7.702375090E1,-7.094089687E-2
7.704458502E1,-7.205322385E-2
7.706541914E1,-7.379314303E-2
7.708625327E1,-6.953805685E-2
7.710708739E1,-6.427627802E-2
7.712792151E1,-6.594184041E-2
7.714875563E1,-7.248501480E-2
7.716958976E1,-7.636443526E-2
7.719042388E1,-7.134590298E-2
7.721125800E1,-5.991462246E-2
7.723209212E1,-5.134514719E-2
7.725292625E1,-5.026183277E-2
7.727376037E1,-5.415013805E-2
7.729459449E1,-5.679856986E-2
7.731542861E1,-5.691351742E-2
7.733626274E1,-5.899100006E-2
7.735709686E1,-6.025248766E-2
7.737793098E1,-5.841110647E-2
7.739876510E1,-5.541468412E-2
7.741959923E1,-5.140506104E-2
7.744043335E1,-5.087601021E-2
7.746126747E1,-5.296798795E-2
7.748210159E1,-5.316664279E-2
7.750293572E1,-5.193846673E-2
7.752376984E1,-4.905654117E-2
7.754460396E1,-4.357843846E-2
7.756543808E1,-3.332063556E-2
7.758627221E1,-2.053852938E-2
7.760710633E1,-1.218844764E-2
7.762794045E1,-1.001079753E-2
7.764877457E1,-1.036701910E-2
7.766960870E1,-1.001647301E-2
7.769044282E1,-9.064818732E-3
7.771127694E1,-8.995309472E-3
7.773211106E1,-1.146901958E-2
7.775294519E1,-1.590038277E-2
7.777377931E1,-1.808985509E-2
7.779461343E1,-1.443457790E-2
7.781544755E1,-7.296650205E-3
7.783628168E1,-4.947809037E-3
7.785711580E1,-8.905025199E-3
7.787794992E1,-1.032641344E-2
7.789878404E1,-3.615571652E-3
7.791961817E1,7.679593749E-3
7.794045229E1,1.864667423E-2
7.796128641E1,2.882384509E-2
7.798212053E1,3.755881637E-2
7.800295466E1,4.231585190E-2
7.802378878E1,4.515177757E-2
7.804462290E1,4.976138845E-2
7.806545702E1,5.433078855E-2
7.808629115E1,5.562045425E-2
7.810712527E1,5.261620879E-2
7.812795939E1,4.847803339E-2
7.814879351E1,4.868359119E-2
7.816962764E1,4.974153265E-2
7.819046176E1,4.794874042E-2
7.821129588E1,4.575878009E-2
7.823213000E1,4.276391119E-2
7.825296413E1,3.916420788E-2
7.827379825E1,3.380036354E-2
7.829463237E1,2.677267790E-2
7.831546649E1,2.410180867E-2
7.833630062E1,3.062397987E-2
7.835713474E1,4.297341779E-2
7.837796886E1,4.957396910E-2
7.839880298E1,4.573158175E-2
7.841963711E1,3.978811204E-2
7.844047123E1,4.064103961E-2
7.846130535E1,4.664785787E-2
7.848213947E1,5.102995038E-2
7.850297360E1,5.256561190E-2
7.852380772E1,5.365884304E-2
7.854464184E1,5.539435893E-2
7.856547596E1,5.511859804E-2
7.858631009E1,5.447268486E-2
7.860714421E1,5.534820631E-2
7.862797833E1,5.164556205E-2
7.864881246E1,4.482351243E-2
7.866964658E1,4.370237142E-2
7.869048070E1,5.112442374E-2
7.871131482E1,5.986795574E-2
7.873214895E1,6.110025197E-2
7.875298307E1,5.842471123E-2
7.877381719E1,5.855169147E-2
7.879465131E1,6.022972986E-2
7.881548544E1,6.141493469E-2
7.883631956E1,6.389392912E-2
7.885715368E1,7.187661529E-2
7.887798780E1,8.193294704E-2
7.889882193E1,8.479245752E-2
7.891965605E1,8.498695493E-2
7.894049017E1,9.179734439E-2
7.896132429E1,1.015728265E-1
7.898215842E1,1.041469425E-1
7.900299254E1,9.391628206E-2
7.902382666E1,7.919436693E-2
7.904466078E1,7.406114042E-2
7.906549491E1,7.950397581E-2
7.908632903E1,8.284708858E-2
7.910716315E1,7.465085387E-2
7.912799727E1,6.181014329E-2
7.914883140E1,5.681429058E-2
7.916966552E1,6.197693571E-2
7.919049964E1,6.953354925E-2
7.921133376E1,7.515022904E-2
7.923216789E1,8.326178789E-2
7.925300201E1,9.480459988E-2
7.927383613E1,1.082672179E-1
7.929467025E1,1.204678416E-1
7.931550438E1,1.244241819E-1
7.933633850E1,1.232967451E-1
7.935717262E1,1.235564202E-1
7.937800674E1,1.251074970E-1
7.939884087E1,1.263264716E-1
7.941967499E1,1.249009669E-1
7.944050911E1,1.221222728E-1
7.946134323E1,1.203332543E-1
7.948217736E1,1.181976497E-1
7.950301148E1,1.146008596E-1
7.952384560E1,1.111212075E-1
7.954467972E1,1.087015495E-1
7.956551385E1,1.068186760E-1
7.958634797E1,1.033298075E-1
7.960718209E1,9.761522710E-2
7.962801621E1,9.378980100E-2
7.964885034E1,9.602497518E-2
7.966968446E1,1.032498330E-1
7.969051858E1,1.091045365E-1
7.971135270E1,1.127135158E-1
7.973218683E1,1.148822308E-1
7.975302095E1,1.127731353E-1
7.977385507E1,1.106358320E-1
7.979468919E1,1.120412126E-1
7.981552332E1,1.129394695E-1
7.983635744E1,1.110042930E-1
7.985719156E1,1.058861390E-1
7.987802568E1,1.009100080E-1
7.989885981E1,9.917401522E-2
7.991969393E1,9.799981117E-2
7.994052805E1,9.649052471E-2
7.996136217E1,9.617851675E-2
7.998219630E1,9.952627867E-2
8.000303042E1,1.065571830E-1
8.002386454E1,1.130132973E-1
8.004469866E1,1.155714765E-1
8.006553279E1,1.177415550E-1
8.008636691E1,1.259490848E-1
8.010720103E1,1.366367042E-1
8.012803515E1,1.415610313E-1
8.014886928E1,1.389425099E-1
8.016970340E1,1.347287595E-1
8.019053752E1,1.387944967E-1
8.021137164E1,1.517685205E-1
8.023220577E1,1.635452360E-1
8.025303989E1,1.672932953E-1
8.027387401E1,1.682881266E-1
8.029470813E1,1.766107082E-1
8.031554226E1,1.913400888E-1
8.033637638E1,2.042028606E-1
8.035721050E1,2.113690674E-1
8.037804462E1,2.164888084E-1
8.039887875E1,2.262020409E-1
8.041971287E1,2.399853319E-1
8.044054699E1,2.538907230E-1
8.046138111E1,2.662952542E-1
8.048221524E1,2.762622535E-1
8.050304936E1,2.851495743E-1
8.052388348E1,2.951668501E-1
8.054471760E1,3.041808903E-1
8.056555173E1,3.073573112E-1
8.058638585E1,3.045020103E-1
8.060721997E1,3.014820814E-1
8.062805409E1,3.041803241E-1
8.064888822E1,3.098383844E-1
8.066972234E1,3.134629726E-1
8.069055646E1,3.159287274E-1
8.071139058E1,3.170256913E-1
8.073222471E1,3.146501482E-1
8.075305883E1,3.098500967E-1
8.077389295E1,3.035109639E-1
8.079472707E1,2.952491045E-1
8.081556120E1,2.871483266E-1
8.083639532E1,2.793753743E-1
8.085722944E1,2.686975002E-1
8.087806356E1,2.537338734E-1
8.089889769E1,2.375916690E-1
8.091973181E1,2.262665033E-1
8.094056593E1,2.191077173E-1
8.096140005E1,2.096487582E-1
8.098223418E1,1.987026334E-1
8.100306830E1,1.880044490E-1
8.102390242E1,1.755874753E-1
8.104473654E1,1.613464952E-1
8.106557067E1,1.456746906E-1
8.108640479E1,1.316626221E-1
8.110723891E1,1.190631613E-1
8.112807303E1,1.036100313E-1
8.114890716E1,8.759636432E-2
8.116974128E1,7.363732159E-2
8.119057540E1,6.228055060E-2
8.121140952E1,5.367012322E-2
8.123224365E1,4.370323569E-2
8.125307777E1,3.011674806E-2
8.127391189E1,1.262317318E-2
8.129474601E1,-7.932628505E-3
8.131558014E1,-2.490830794E-2
8.133641426E1,-3.546737134E-2
8.135724838E1,-4.538424686E-2
8.137808250E1,-5.822985992E-2
8.139891663E1,-7.200962305E-2
8.141975075E1,-8.626679331E-2
8.144058487E1,-1.047545597E-1
8.146141899E1,-1.226991117E-1
8.148225312E1,-1.305641979E-1
8.150308724E1,-1.332689971E-1
8.152392136E1,-1.413379610E-1
8.154475548E1,-1.553967297E-1
8.156558961E1,-1.677061021E-1
8.158642373E1,-1.733206958E-1
8.160725785E1,-1.775037646E-1
8.162809197E1,-1.861441731E-1
8.164892610E1,-1.973667145E-1
8.166976022E1,-2.067769021E-1
8.169059434E1,-2.133218944E-1
8.171142846E1,-2.199503779E-1
8.173226259E1,-2.294636071E-1
8.175309671E1,-2.415581346E-1
8.177393083E1,-2.533396780E-1
8.179476495E1,-2.647248805E-1
8.181559908E1,-2.779866755E-1
8.183643320E1,-2.889738679E-1
8.185726732E1,-2.915846705E-1
8.187810144E1,-2.850288749E-1
8.189893557E1,-2.749105990E-1
8.191976969E1,-2.695544362E-1
8.194060381E1,-2.672568262E-1
8.196143793E1,-2.611429691E-1
8.198227206E1,-2.484423071E-1
8.200310618E1,-2.307230085E-1
8.202394030E1,-2.187797576E-1
8.204477442E1,-2.154650986E-1
8.206560855E1,-2.150879502E-1
8.208644267E1,-2.158962190E-1
8.210727679E1,-2.181458920E-1
8.212811091E1,-2.282942832E-1
8.214894504E1,-2.420824170E-1
8.216977916E1,-2.536624372E-1
8.219061328E1,-2.651421726E-1
8.221144740E1,-2.732546329E-1
8.223228153E1,-2.814852595E-1
8.225311565E1,-2.902366817E-1
8.227394977E1,-2.972749174E-1
8.229478389E1,-3.032491207E-1
8.231561802E1,-3.077322841E-1
8.233645214E1,-3.130736053E-1
8.235728626E1,-3.165991902E-1
8.237812038E1,-3.210241199E-1
8.239895451E1,-3.280196190E-1
8.241978863E1,-3.303600252E-1
8.244062275E1,-3.243960440E-1
8.246145687E1,-3.134586811E-1
8.248229100E1,-3.074276745E-1
8.250312512E1,-3.042632937E-1
8.252395924E1,-2.980479598E-1
8.254479336E1,-2.900950015E-1
8.256562749E1,-2.796861529E-1
8.258646161E1,-2.691522539E-1
8.260729573E1,-2.589558363E-1
8.262812985E1,-2.521508634E-1
8.264896398E1,-2.492103130E-1
8.266979810E1,-2.449783087E-1
8.269063222E1,-2.408170551E-1
8.271146634E1,-2.391670644E-1
8.273230047E1,-2.415285558E-1
8.275313459E1,-2.436735630E-1
8.277396871E1,-2.460593134E-1
8.279480283E1,-2.558984160E-1
8.281563696E1,-2.710389197E-1
8.283647108E1,-2.862326205E-1
8.285730520E1,-2.972311080E-1
8.287813932E1,-3.049451411E-1
8.289897345E1,-3.106593788E-1
8.291980757E1,-3.130927384E-1
8.294064169E1,-3.156421185E-1
